0.008164971	0.121246395	0.129411367	-0.008164971
0.008611742	0.121021768	0.129411527	-0.008164971
0.01155837	0.119533732	0.129405815	-0.008164971
0.019023839	0.11574383	0.129370778	-0.008164971
0.032535359	0.108844842	0.129266213	-0.008164971
0.053164458	0.098245197	0.129037848	-0.008164971
0.081563077	0.083553384	0.128620017	-0.008164971
0.117999661	0.06456237	0.127938338	-0.008164971
0.162395257	0.04123401	0.126912388	-0.008164971
0.214359602	0.013683461	0.125458383	-0.008164971
0.27322722	-0.017836403	0.123491854	-0.008164971
0.338093517	-0.052950579	0.120930321	-0.008164971
0.40785087	-0.09117752	0.117695976	-0.008164971
0.481224725	-0.131944725	0.113718355	-0.008164971
0.556809688	-0.17460432	0.108937015	-0.008164971
0.633105619	-0.218448649	0.103304216	-0.008164971
0.708553727	-0.262725858	0.096787593	-0.008164971
0.781572662	-0.306655483	0.089372834	-0.008164971
0.850594608	-0.349444037	0.081066359	-0.008164971
0.91410138	-0.390300594	0.071897996	-0.008164971
0.970660513	-0.428452378	0.061923656	-0.008164971
1.018961359	-0.463160348	0.051228015	-0.008164971
1.057851179	-0.493734784	0.039927184	-0.008164971
1.086371238	-0.519550877	0.028171392	-0.008164971
1.103792896	-0.540064311	0.016147662	-0.008164971
1.109653704	-0.554826852	0.004082486	-0.008164971
1.103792896	-0.563505653	-0.007759759	-0.008164971
1.086371238	-0.565934749	-0.019120809	-0.008164971
1.057851179	-0.562145946	-0.029791763	-0.008164971
1.018961359	-0.552351283	-0.039613315	-0.008164971
0.970660513	-0.536921153	-0.048471704	-0.008164971
0.91410138	-0.516362425	-0.056294664	-0.008164971
0.850594608	-0.491296559	-0.063047376	-0.008164971
0.781572662	-0.46243773	-0.068728414	-0.008164971
0.708553727	-0.430570949	-0.073365701	-0.008164971
0.633105619	-0.396530177	-0.077012452	-0.008164971
0.556809688	-0.361176453	-0.079743129	-0.008164971
0.481224725	-0.325376007	-0.08164939	-0.008164971
0.40785087	-0.289978384	-0.082836039	-0.008164971
0.338093517	-0.255794564	-0.083416975	-0.008164971
0.27322722	-0.223575078	-0.083511143	-0.008164971
0.214359602	-0.193988135	-0.083238484	-0.008164971
0.162395257	-0.167597735	-0.082715884	-0.008164971
0.117999661	-0.144841793	-0.082053128	-0.008164971
0.081563077	-0.126010258	-0.081348844	-0.008164971
0.053164458	-0.111223234	-0.080686456	-0.008164971
0.032535359	-0.100409096	-0.080130138	-0.008164971
0.019023839	-0.093282617	-0.079720755	-0.008164971
0.01155837	-0.089323081	-0.079471823	-0.008164971
0.008611742	-0.087752407	-0.079365452	-0.008164971
0.008164971	-0.087513269	-0.079348298	-0.008164971
